repo_owner,repo_name,issue_number,title,body_length,num_labels,created_at,closed_at,num_comments,has_gfi_label,days_open,resolver,resolver_commit_count,is_newcomer_resolver,resolution_method,confidence_score
facebook,react,20997,"Bug: Can't build react-devtools-extensions",1297,4,2021-03-13T18:15:02Z,2021-03-15T13:46:46Z,3,1,1,hecerinc,1,1,pr,high
facebook,react,20061,"Bug: Devtools' update-notifier usage is overly eager",736,2,2020-10-20T18:54:39Z,2021-01-25T13:41:20Z,24,1,96,recurx,1,1,pr,medium
facebook,react,20075,"Bug: Error loading source maps for devtools extension",1595,3,2020-10-22T04:14:33Z,2020-10-22T15:26:33Z,16,1,0,sytranvn,1,1,pr,medium
facebook,react,19545,"Bug: Proxy on Context throws an error in DevTools",1587,3,2020-08-06T14:50:25Z,2020-08-12T16:15:54Z,3,1,6,pfongkye,1,1,pr,high
facebook,react,19362,"Scheduler callback is only checked for null value and therefore throws when callback is undefined.",125,3,2020-07-15T09:32:19Z,2020-07-27T02:48:05Z,8,1,11,RobiFerentz,1,1,pr,medium
facebook,react,19402,"Bug: React Hook ""useContext"" is called in function ""login"" which is neither a React function component or a custom React Hook function  react-hooks/rules-of-hooks",866,4,2020-07-18T02:38:33Z,2020-07-24T23:58:49Z,14,1,6,,,,,
facebook,react,19338,"Bug: react-devtools error when KEY and CERT are provided, SSL not usable",596,3,2020-07-13T20:37:50Z,2020-07-13T20:50:25Z,7,1,0,,,,,
facebook,react,19327,"Bug: react-hooks/exhaustive-deps reports a TypeScript type via typeof as a dependency",1636,3,2020-07-12T23:48:23Z,2020-07-13T17:03:05Z,5,1,0,delca85,1,1,pr,medium
facebook,react,19259,"Suggestion: show HOC names in profiler",838,3,2020-07-06T10:17:15Z,2020-07-10T15:21:20Z,2,1,4,bl00mber,13,0,pr,high
facebook,react,13414,"Fragments in IE11 rendered as strange elements",1948,4,2018-08-16T11:00:29Z,2018-08-16T19:03:54Z,19,1,0,,,,,
facebook,react,18544,"Bug: Devtools in Firefox does not allow adding props or editing props/state/hooks",1055,3,2020-04-08T20:24:37Z,2020-04-17T12:54:04Z,9,1,8,,,,,
facebook,react,17935,"Bug: Excessive cpu usage of the page when react-devtools is active",1599,3,2020-01-30T10:19:22Z,2020-04-06T15:17:46Z,16,1,67,Faelivrinx,1,1,pr,high
facebook,react,16736,"DevTools: Long interaction names cannot be seen",254,2,2019-09-10T17:38:59Z,2020-01-13T19:23:13Z,10,1,125,,,,,
facebook,react,16485,"DevTools: Overlay stays after devtools are closed",356,3,2019-08-19T22:20:03Z,2019-09-30T20:10:53Z,13,1,41,,,,,
facebook,react,16851,"Adding `.displayName` documentation to Contexts",819,1,2019-09-22T12:36:43Z,2019-09-24T15:46:31Z,3,1,2,M-Izadmehr,0,1,pr,medium
facebook,react,16413,"Dev tools does not respect zoom level on firefox OSX",652,3,2019-08-16T07:58:16Z,2019-09-03T12:38:04Z,14,1,18,,,,,
facebook,react,11768,"Error Rendering Inputs in Separate Window using Portals",1413,5,2017-12-04T21:05:00Z,2018-04-02T15:05:40Z,12,1,118,M-ZubairAhmed,0,1,pr,medium
facebook,react,12415,"dangerouslySetInnerHTML will wrap on SSR but not client and both are editing invalid HTML",1996,4,2018-03-21T14:39:36Z,2018-08-06T15:25:39Z,7,1,138,,,,,
facebook,react,14362,"react-hooks linter fails with unusual for loop",1022,3,2018-11-30T14:11:12Z,2019-01-25T17:06:34Z,6,1,56,Yurickh,1,1,pr,high
facebook,react,13610,"IE9: Unable to call apply on console.error when encountering an unknown tag",467,3,2018-09-10T17:13:49Z,2018-09-13T18:38:14Z,4,1,3,link-alex,1,1,pr,medium
facebook,react,11423,"Ignore <noscript> content on the client and don't warn about mismatches ",1038,5,2017-11-01T13:51:13Z,2018-09-03T16:17:54Z,44,1,306,Ephem,1,1,pr,high
facebook,react,12670,"Improve warning message for failure to initialize `state` when using `getDerivedStateFromProps`",1655,2,2018-04-23T15:29:28Z,2018-08-03T15:09:58Z,4,1,101,flxwu,0,1,pr,high
facebook,react,11602,"Children of option tags flattened when select has value",1275,4,2017-11-20T21:02:01Z,2018-08-02T01:47:07Z,15,1,254,,,,,
facebook,react,11806,"Remove selectionStart polyfill?",394,5,2017-12-08T01:23:17Z,2018-01-02T19:11:12Z,19,1,25,,,,,
facebook,react,9500,"yarn prettier runs a too long command for OS windows",124,4,2017-04-22T22:03:35Z,2017-11-05T21:06:09Z,6,1,196,xjlim,3,0,pr,high
tensorflow,tensorflow,58270,"A check fail can be triggered in LSTMBlockCell",2563,2,2022-10-24T03:04:07Z,2023-04-04T20:07:04Z,36,1,162,mattbahr,16,0,pr,high
tensorflow,tensorflow,26276,"Good first issue tag?",1486,3,2019-03-02T03:15:01Z,2019-03-05T08:29:28Z,4,1,3,F20170604,1,1,pr,medium
tensorflow,tensorflow,58261,"A Check Fail can be triggerred in GRUBlockCell",1567,4,2022-10-22T13:04:46Z,2023-02-16T19:25:15Z,20,1,117,nrwahl2,2,1,pr,medium
tensorflow,tensorflow,58106,"Check Fail in AvgPool3DGrad",2307,6,2022-10-16T04:59:08Z,2023-01-22T23:33:28Z,11,1,98,,,,,
tensorflow,tensorflow,26270,"[TF 2.0 API Docs] tf.custom_gradient",2311,5,2019-03-01T23:58:28Z,2021-06-10T16:37:19Z,25,1,831,ashutosh1919,69,0,pr,high
tensorflow,tensorflow,38349,"`nan` gradient when `tf.where` is used",2885,6,2020-04-08T09:30:26Z,2020-10-02T16:47:49Z,34,1,177,0x0badc0de,0,1,pr,medium
tensorflow,tensorflow,37323,"Count number of times `tf.function` is traced",1940,4,2020-03-05T00:11:16Z,2020-11-16T16:36:27Z,29,1,256,,,,,
tensorflow,tensorflow,25802,"[TF 2.0 API Docs] tf.math.acos",1942,5,2019-02-17T03:53:20Z,2020-10-06T15:59:16Z,11,1,597,SSaishruthi,36,0,pr,medium
tensorflow,tensorflow,25794,"[TF 2.0 API Docs] tf.AggregationMethod",906,5,2019-02-16T02:03:01Z,2020-06-24T16:14:11Z,11,1,494,missaugustina,0,1,pr,medium
tensorflow,tensorflow,20402,"Feature request: non-stateful scatter_nd_min and scatter_nd_max",276,3,2018-06-29T06:39:42Z,2020-06-02T17:51:31Z,9,1,704,mihaimaruseac,393,0,commit,medium
tensorflow,tensorflow,30802,"Using tf.function while enumerating a dataset causes an infinite loop",2586,5,2019-07-17T13:08:05Z,2019-08-20T15:14:28Z,10,1,34,yongtang,1038,0,pr,medium
tensorflow,tensorflow,36146,"tf.function and tf.nest break for valid Mapping instances",835,5,2020-01-23T01:51:21Z,2020-04-12T17:19:47Z,33,1,80,punndcoder28,7,0,pr,medium
tensorflow,tensorflow,25988,"[TF 2.0 API Docs] tf.keras.applications.MobileNetV2",845,5,2019-02-21T21:39:05Z,2020-02-24T06:51:38Z,8,1,367,ashutosh1919,19,0,pr,high
tensorflow,tensorflow,34947,"polyval gives TypeError when run inside tf.function with Tensor coeffs, but not when run eagerly",1598,5,2019-12-08T20:40:08Z,2020-02-12T07:02:17Z,8,1,65,rushabh-v,3,0,pr,high
tensorflow,tensorflow,26197,"[TF 2.0 API Docs] tf.keras",1421,5,2019-02-28T05:40:43Z,2020-02-10T04:59:19Z,15,1,346,drakegens,0,1,pr,medium
tensorflow,tensorflow,26211,"[TF 2.0 API Docs] tf.keras.activations.relu ",975,4,2019-02-28T14:07:16Z,2020-01-29T00:29:33Z,13,1,334,Williscool13,8,0,pr,medium
tensorflow,tensorflow,25959,"[TF 2.0 API Docs] tf.image.non_max_suppression",975,5,2019-02-21T06:48:36Z,2019-12-27T01:45:57Z,8,1,308,copybara-service,0,1,pr,high
tensorflow,tensorflow,24815,"If a branch contains summaries, tf.cond doesn't support Operations as branches",3233,4,2019-01-09T23:18:31Z,2019-11-13T16:16:23Z,16,1,307,lsgrep,1,1,pr,medium
tensorflow,tensorflow,25846,"[TF 2.0 API Docs] tf.math.add",925,5,2019-02-18T18:32:14Z,2019-10-31T16:01:10Z,6,1,254,oleksiivolk,1,1,pr,medium
tensorflow,tensorflow,25828,"[TF 2.0 API Docs] tf.keras.activations.serialize",796,4,2019-02-18T06:47:24Z,2019-09-27T20:23:50Z,6,1,221,asmitapoddar,3,0,pr,high
tensorflow,tensorflow,25820,"[TF 2.0 API Docs] tf.math.add_n",929,5,2019-02-17T23:47:58Z,2019-08-27T15:45:01Z,5,1,190,shashvatshahi1998,39,0,pr,medium
tensorflow,tensorflow,30895,"[TF 2.0] autograph issue",4341,5,2019-07-20T07:40:55Z,2019-08-22T19:39:06Z,25,1,33,,,,,
tensorflow,tensorflow,25320,"tf.data.Dataset error in documentation",2194,4,2019-01-30T13:22:28Z,2019-07-12T21:09:39Z,6,1,163,ThomasHagebols,6,0,pr,medium
tensorflow,tensorflow,25973,"[TF 2.0 API Docs] tf.keras.losses.poisson",793,4,2019-02-21T16:02:53Z,2019-07-12T17:31:26Z,3,1,141,dunxen,2,1,pr,medium
tensorflow,tensorflow,26294,"[TF 2.0] Conversion script fails to parse IPython functions.",910,4,2019-03-03T09:09:28Z,2019-07-03T19:52:02Z,8,1,122,,,,,
tensorflow,tensorflow,28248,"[TF 2.0] Using tf.py_function which has tf.string type input in dataset.map() generates dtype warning.",1408,5,2019-04-29T05:27:48Z,2019-06-26T20:31:48Z,10,1,58,feihugis,203,0,pr,high
tensorflow,tensorflow,25827,"[TF 2.0 API Docs] tf.keras.activations.tanh",727,5,2019-02-18T06:43:25Z,2019-06-17T23:41:28Z,3,1,119,,,,,
tensorflow,tensorflow,26074,"tf.spectral.dct length argument not implemented",890,4,2019-02-25T07:07:15Z,2019-06-08T23:17:30Z,5,1,103,kmh4321,11,0,pr,medium
tensorflow,tensorflow,26143,"[TF2.0] Error Logging for GradientTape",852,5,2019-02-26T21:12:27Z,2019-06-04T13:17:06Z,11,1,97,,,,,
tensorflow,tensorflow,25844,"[TF 2.0 API Docs] tf.lite.TFLiteConverter",1064,4,2019-02-18T16:17:32Z,2019-05-31T01:18:29Z,2,1,101,margaretmz,13,0,pr,medium
tensorflow,tensorflow,25826,"[TF 2.0 API Docs] tf.compat.path_to_str",990,4,2019-02-18T06:21:58Z,2019-05-08T15:53:10Z,3,1,79,,,,,
tensorflow,tensorflow,26368,"[TF 2.0] Add skip_empty argument to tf.strings.split so that tf.string_split can be deprecated.",777,2,2019-03-05T19:08:01Z,2019-03-13T16:03:07Z,13,1,7,,,,,
kubernetes,kubernetes,133182,"List available endpoints for kube-controller-manager's /statusz ",213,4,2025-07-24T17:53:56Z,2025-09-10T18:48:23Z,10,1,48,nmn3m,2,1,pr,high
kubernetes,kubernetes,133184,"List available endpoints for kubelet's /statusz",220,4,2025-07-24T17:59:18Z,2025-09-05T08:01:30Z,9,1,42,Peac36,9,0,pr,high
kubernetes,kubernetes,71869,"`failed to garbage collect required amount of images. Wanted to free 473842483 bytes, but freed 0 bytes`",5916,5,2018-12-08T00:21:28Z,2025-08-27T21:54:28Z,74,1,2454,drigz,2,1,pr,high
kubernetes,kubernetes,132153,"Quiet `git worktree add` in `hack/verify-govulncheck.sh`",686,4,2025-06-06T17:18:57Z,2025-08-14T00:12:16Z,21,1,68,vekarpov,1,1,pr,medium
kubernetes,kubernetes,132449,"[Pod Level Resources] Pod-level resource validation fails when container-level is set for other resource",2659,6,2025-06-23T03:33:12Z,2025-07-08T20:25:29Z,18,1,15,chao-liang,1,1,pr,high
kubernetes,kubernetes,103587,"Kubelet should enforce that static pods do not reference other API objects",2633,10,2021-07-08T16:04:03Z,2025-06-26T19:18:31Z,39,1,1449,sreeram-venkitesh,21,0,pr,high
kubernetes,kubernetes,109905,"[FG:InPlacePodVerticalScaling] Add E2E test case to revert resource resize patch",572,5,2022-05-09T13:50:31Z,2025-05-14T19:33:07Z,27,1,1101,vinaykul,44,0,pr,medium
kubernetes,kubernetes,60338,"Figure out a way to manage the discrepancy on windows nodes from the linux node",485,7,2018-02-24T01:15:29Z,2025-05-11T23:31:19Z,27,1,2633,feiskyer,467,0,pr,medium
kubernetes,kubernetes,123470,"Flaky UT TestTerminationOrderingSidecarsInReverseOrder of pkg/kubelet: kuberuntime ",1629,5,2024-02-23T11:56:15Z,2025-05-04T22:32:10Z,12,1,436,simonfogliato,6,0,pr,high
kubernetes,kubernetes,50791,"Move selector immutability check to validation after v1beta1 retires",417,5,2017-08-16T20:11:30Z,2025-04-23T22:58:39Z,18,1,2807,LucaLanziani,1,1,pr,high
kubernetes,kubernetes,120633,"E2E Tests for a separate image filesystem",873,7,2023-09-13T13:40:20Z,2025-03-20T03:12:34Z,21,1,553,p-shah256,0,1,pr,high
kubernetes,kubernetes,129626,"Update client-go README with information from latest release",161,4,2025-01-14T23:18:06Z,2025-01-16T19:56:35Z,6,1,1,kishen-v,2,1,pr,high
kubernetes,kubernetes,116026,"Report event for the cases when probe returned Unknown result",1186,5,2023-02-24T00:02:49Z,2025-01-09T13:20:35Z,25,1,685,jralmaraz,1,1,pr,high
kubernetes,kubernetes,105678,"replace ExpectEqual(someBoolean, ...)",3568,5,2021-10-14T14:21:34Z,2024-06-20T06:17:43Z,108,1,979,NikhilSharmaWe,16,0,pr,high
kubernetes,kubernetes,124047,"sig-windows-gce test jobs are failing consistently for a long time",3299,5,2024-03-25T18:54:59Z,2024-06-12T14:30:17Z,17,1,78,knabben,42,0,pr,medium
kubernetes,kubernetes,120979,"We might benefit from a ""network should continue working in cases that resemble syn_cookie or syn_flood"" test...",2651,6,2023-10-03T11:03:43Z,2024-05-23T17:19:31Z,16,1,233,,,,,
kubernetes,kubernetes,123445,"Cleanup to commonize utility function for CronJob and Job",621,4,2024-02-22T11:04:05Z,2024-05-07T23:59:39Z,11,1,75,kaisoz,6,0,pr,high
kubernetes,kubernetes,111092,"Incorrect error message for pod thresholds in e2e tests in wait.go ",2079,6,2022-07-12T17:26:31Z,2024-04-22T08:24:26Z,19,1,649,mkarrmann,9,0,pr,high
kubernetes,kubernetes,121690,"Cleanup for apps e2e tests: do not use deprecated pointer package",560,5,2023-11-02T08:02:31Z,2023-11-07T08:39:47Z,21,1,5,,,,,
kubernetes,kubernetes,122613,"kubectl describe job should print key fields for scheduling (suspend, tolerations, nodeSelector)",4604,6,2024-01-05T16:57:24Z,2024-01-23T19:03:55Z,10,1,18,ivanvc,1,1,pr,high
kubernetes,kubernetes,123221,"Jobs should display whether or not they are suspended.",1095,6,2024-02-09T15:52:03Z,2024-03-05T17:25:07Z,9,1,25,ivanvc,2,1,pr,high
kubernetes,kubernetes,121449,"[Eviction Manager] Missing unit test on PIDPressure",463,6,2023-10-23T14:59:26Z,2024-02-29T19:55:30Z,13,1,129,reinka,6,0,pr,high
kubernetes,kubernetes,69106,"Failure cause is difficult to determine on test-integration",6142,3,2018-09-26T17:06:07Z,2019-01-18T21:58:12Z,11,1,114,taragu,2,1,pr,medium
kubernetes,kubernetes,123234,"Make `fmt.Errorf` use `%w` to wrap error instead of `%v`",748,6,2024-02-11T11:47:22Z,2024-02-15T07:08:56Z,19,1,3,pohly,798,0,pr,medium
kubernetes,kubernetes,121689,"Cleanup for Job e2e tests: do not use global vars for parallelism, completions and backoffLimit",606,5,2023-11-02T07:47:35Z,2024-01-24T13:00:39Z,11,1,83,HuSharp,1,1,pr,high
kubernetes,kubernetes,109285,"scheduler: enabled plugins not logged during initialization",4515,2,2022-04-04T12:34:45Z,2023-12-13T21:34:08Z,21,1,618,Prateek462003,9,0,pr,high
kubernetes,kubernetes,113627,"Remove dependency on github.com/pkg/errors",431,5,2022-11-04T15:47:25Z,2023-11-10T16:08:12Z,39,1,371,falser101,3,0,pr,high
kubernetes,kubernetes,109034,"Re work pkg/util/ipset.Validate()",1723,4,2022-03-25T19:50:43Z,2023-10-17T20:14:34Z,25,1,571,ArangoGutierrez,5,0,pr,medium
kubernetes,kubernetes,120849,"Check for bridge-nf-call-iptables=1 incorrect",1030,7,2023-09-24T13:00:47Z,2023-09-24T19:28:58Z,7,1,0,dhruvmehtaaa,1,1,pr,high
kubernetes,kubernetes,120217,"Update google.golang.org/protobuf to v1.31.0",517,5,2023-08-28T16:38:05Z,2023-08-29T12:32:23Z,9,1,0,rakshitgondwal,1,1,pr,medium
kubernetes,kubernetes,119133,"controller_util_test.go does not follow similar patterns as other unit tests in the repo.",1024,6,2023-07-06T13:57:38Z,2023-08-15T22:17:57Z,17,1,40,xuexu6666,1,1,pr,high
kubernetes,kubernetes,104432,"imagePullSecrets should log warning if secret does not exist",1289,6,2021-08-18T11:52:45Z,2023-06-28T18:14:33Z,61,1,679,kaisoz,3,0,pr,high
kubernetes,kubernetes,118263,"some wrong comments in netpol e2e",3004,5,2023-05-25T19:53:01Z,2023-06-05T12:31:26Z,9,1,10,jayunit100,175,0,pr,high
kubernetes,kubernetes,94428,"client-go prints a klog warning by default in library code which is not allowed",1307,6,2020-09-02T14:19:14Z,2023-05-24T16:08:52Z,23,1,994,ardaguclu,93,0,pr,high
kubernetes,kubernetes,117045,"Remove SeccompProfilePath",368,4,2023-03-31T20:07:43Z,2023-05-02T05:34:12Z,16,1,31,charles-chenzz,6,0,pr,high
kubernetes,kubernetes,113709,"Replace all deprecated `sets.String` with `sets.Set`",854,5,2022-11-08T01:20:56Z,2023-04-12T02:17:16Z,36,1,155,sarab97,1,1,pr,high
kubernetes,kubernetes,8976,"Capture spew.Sprintf() with all our favorite config into a util func",116,6,2015-05-29T00:11:47Z,2023-04-11T22:34:59Z,27,1,2874,haoruan,9,0,pr,high
kubernetes,kubernetes,116365,"Failure cluster [2fa397b0...] cleanupLocalPVCsPVs invalid memory address or nil pointer dereference",1281,5,2023-03-08T08:46:59Z,2023-03-16T01:24:50Z,11,1,7,tukwila,1,1,pr,medium
kubernetes,kubernetes,93188,"kubectl --local is not quite local across all the commands",1802,4,2020-07-17T14:24:56Z,2022-04-08T11:18:54Z,25,1,629,ardaguclu,20,0,pr,high
kubernetes,kubernetes,115780,"Promote gRPC probe tests to conformance",481,6,2023-02-15T00:06:25Z,2023-03-09T09:06:05Z,8,1,22,lanycrost,6,0,pr,high
kubernetes,kubernetes,115741,"Remove the getAppArmorFS function",500,5,2023-02-13T20:52:27Z,2023-02-23T08:31:35Z,8,1,9,priyanshuraj400,7,0,pr,high
kubernetes,kubernetes,115781,"Switch image in gRPC probe tests to agnhost",445,6,2023-02-15T00:06:54Z,2023-02-18T18:19:38Z,9,1,3,shogohida,3,0,pr,high
kubernetes,kubernetes,110992,"GenerateSelfSignedCertKeyWithFixtures private keys permissions",1517,7,2022-07-06T23:29:30Z,2023-02-17T17:00:06Z,13,1,225,lanycrost,5,0,pr,high
kubernetes,kubernetes,96717,"Clean up SCTP tests",4390,5,2020-11-19T13:34:09Z,2022-12-14T02:33:36Z,40,1,754,danwinship,224,0,pr,high
kubernetes,kubernetes,94301,"Kubectl: Keepalive connection to API server for exec and logs.",1503,7,2020-08-28T08:01:48Z,2021-05-07T09:58:46Z,24,1,252,knight42,61,0,pr,medium
kubernetes,kubernetes,108806,"Cleanup: kube-proxy internal naming",524,5,2022-03-18T18:36:30Z,2022-11-03T01:21:07Z,14,1,229,manav014,1,1,pr,high
kubernetes,kubernetes,110514,"Having two Default StorageClasses should be handled better",1191,4,2022-06-10T21:50:02Z,2022-10-04T08:41:37Z,27,1,115,danishprakash,0,1,pr,high
kubernetes,kubernetes,111734,"Update config for `unused` plugin in .golangci.yaml to golang 1.19",12205,2,2022-08-06T21:25:39Z,2022-08-24T02:00:01Z,5,1,17,Abirdcfly,22,0,pr,high
kubernetes,kubernetes,111659,"PV controller tests should have all struct fields named",1284,5,2022-08-03T08:08:03Z,2022-08-24T00:17:27Z,9,1,20,piroux,1,1,pr,high
kubernetes,kubernetes,102334,"minor netpol test improvements",1584,6,2021-05-26T11:50:45Z,2022-07-19T09:33:01Z,23,1,418,jayunit100,174,0,pr,medium
kubernetes,kubernetes,93792,"new scheduler_perf framework: allow users to specify default pod and node specs",525,7,2020-08-07T19:05:24Z,2022-06-29T18:44:07Z,27,1,690,sanposhiho,44,0,pr,high
kubernetes,kubernetes,110773,"Remove pkg/scheduler/util/clock.go",110,5,2022-06-24T14:29:32Z,2022-06-25T05:32:57Z,4,1,0,harry1064,1,1,pr,high
kubernetes,kubernetes,92402,"fix staticcheck failures",1972,10,2020-06-23T01:59:51Z,2022-06-04T08:39:03Z,45,0,711,praseodym,17,0,pr,medium
kubernetes,kubernetes,102545,"Get rid of duplicate set of metrics for watch counts",1303,5,2021-06-02T21:51:28Z,2022-05-31T19:53:16Z,19,1,362,jyz0309,15,0,pr,medium
kubernetes,kubernetes,99828,"Change the users of IsQualifiedName to ValidateQualifiedName",320,5,2021-03-05T07:58:47Z,2022-04-29T10:34:25Z,17,1,420,creydr,1,1,pr,high
kubernetes,kubernetes,91628,"Missing defaults and clarifying info for kube-controller-manager",952,5,2020-06-01T13:49:15Z,2022-04-24T11:57:10Z,34,1,691,,,,,
kubernetes,kubernetes,108801,"Cleanup: pkg/util/ipset ",387,5,2022-03-18T17:15:31Z,2022-03-25T22:35:02Z,7,1,7,ArangoGutierrez,5,0,pr,high
kubernetes,kubernetes,108355,"Logging statement with missing parameter",374,4,2022-02-25T15:28:33Z,2022-03-16T13:31:50Z,10,1,18,ArangoGutierrez,2,1,pr,high
kubernetes,kubernetes,103907,"Operationexecutor log format problem",1285,7,2021-07-26T07:10:15Z,2022-02-09T07:38:32Z,14,1,198,devinleee,0,1,pr,high
kubernetes,kubernetes,92229,"Scheduling framework: test more failure points that trigger Unreserve",226,4,2020-06-17T15:39:40Z,2022-02-08T10:36:54Z,19,1,600,kerthcet,21,0,pr,high
kubernetes,kubernetes,107735,"Kubelet does not assign node address on expanded ipv6 address",1594,6,2022-01-24T20:03:18Z,2022-01-27T07:07:14Z,12,1,2,jyotimahapatra,1,1,pr,medium
kubernetes,kubernetes,105798,"Reduce code duplication in test/e2e/storage/testsuites/snapshottable.go",927,5,2021-10-20T18:28:39Z,2022-01-25T22:35:42Z,20,1,97,acumino,1,1,pr,high
kubernetes,kubernetes,103764,"Add test case in pkg/cm/cpuset to verify no elements are added after result is called",565,5,2021-07-19T11:14:27Z,2022-01-11T09:59:46Z,11,1,175,,,,,
kubernetes,kubernetes,94404,"test/integration/scheduler_perf: check for unused template parameters",235,5,2020-09-01T22:43:48Z,2022-01-11T00:21:17Z,31,1,496,sanposhiho,22,0,pr,high
kubernetes,kubernetes,92090,"Security contacts for cluster-bootstrap not specified or out of date",1448,8,2020-06-12T22:22:30Z,2022-01-06T20:15:22Z,8,1,572,,,,,
kubernetes,kubernetes,102405,"HPA desired replicas not respecting minReplicas when set to 1",7226,6,2021-05-28T14:09:28Z,2021-12-26T18:11:32Z,20,1,212,,,,,
kubernetes,kubernetes,104234,"kube-proxy should log the payload when iptables-restore fails ",1935,4,2021-08-09T09:51:26Z,2021-12-24T01:24:15Z,22,1,136,cyclinder,9,0,pr,high
kubernetes,kubernetes,99453,"Failed to run the pod with duplicate persistent volumes",5017,9,2021-02-25T10:37:30Z,2021-11-27T20:50:39Z,35,1,275,slayer321,0,1,pr,medium
kubernetes,kubernetes,105927,"Logs from kubemark master are not exported",252,4,2021-10-27T06:11:31Z,2021-11-09T18:29:47Z,12,1,13,NikhilSharmaWe,7,0,pr,high
kubernetes,kubernetes,104418,"Add non-serialized metrics tests for Windows",454,5,2021-08-17T16:45:06Z,2021-11-08T21:11:32Z,13,1,83,NikhilSharmaWe,5,0,pr,high
kubernetes,kubernetes,105981,"v1.Time Stringer implementation does not protect against nil-pointer dereference",2739,5,2021-10-28T19:59:41Z,2021-11-08T21:08:21Z,11,1,11,kaisoz,0,1,pr,medium
kubernetes,kubernetes,99675,"Ensure all external API types have descriptions",5035,6,2021-03-03T04:54:53Z,2021-11-07T05:22:52Z,42,1,249,shiyajuan123,4,0,pr,medium
kubernetes,kubernetes,92674,"Cleanup e2e_node/jenkins",382,4,2020-07-01T01:37:41Z,2021-11-04T18:02:22Z,23,1,491,,,,,
kubernetes,kubernetes,95052,"Fixup bugs in the upstream OpenAPI spec",553,5,2020-09-25T01:10:23Z,2021-10-17T20:51:56Z,22,1,387,,,,,
kubernetes,kubernetes,90833,"Leverage image preloading in kubemark tests",495,5,2020-05-07T08:42:24Z,2021-10-07T14:06:07Z,49,1,518,tosi3k,19,0,pr,medium
kubernetes,kubernetes,105438,"pkg/proxy/ipvs/README.md says `kube init` but means `kubeadm init`",296,5,2021-10-04T06:59:45Z,2021-10-07T01:45:46Z,5,1,2,shivanshuraj1333,4,0,pr,high
kubernetes,kubernetes,102787,"Refactor preparePVCDataSourceForProvisioning to support BlockVolume tests in multivolume.go",1547,6,2021-06-10T18:37:43Z,2021-10-05T21:18:58Z,11,1,117,dbgoytia,1,1,pr,high
kubernetes,kubernetes,102295,"add ExecWithOptions to exec_util.go for ClientSet Creation",371,5,2021-05-25T15:36:45Z,2021-10-05T18:21:54Z,6,1,133,mcbenjemaa,7,0,pr,high
kubernetes,kubernetes,88547,"Switch to go1.14 tls cipher suite helper methods",353,7,2020-02-25T22:43:10Z,2021-09-21T18:56:43Z,10,1,573,knight42,69,0,pr,high
kubernetes,kubernetes,96514,"windows kube-proxy: fall back to node-local terminating endpoints for external traffic",460,9,2020-11-12T15:47:18Z,2021-09-15T12:57:32Z,16,1,306,andrewsykim,272,0,pr,medium
kubernetes,kubernetes,99005,"Use helper functions to clean up test-cases (specifically net but not really specific)",1018,5,2021-02-11T17:55:17Z,2021-09-09T00:01:27Z,18,1,209,danielamlins,16,0,pr,medium
kubernetes,kubernetes,104184,"Log attempts to output resp.Body ",956,6,2021-08-05T22:45:45Z,2021-09-07T12:33:16Z,9,1,32,feeltimeQ,0,1,pr,high
kubernetes,kubernetes,104457,"apiserver/pkg/storage/interfaces.go contains unintended HTML tags",1197,5,2021-08-19T16:15:12Z,2021-08-25T00:00:40Z,10,1,5,nicomitchell,3,0,pr,high
kubernetes,kubernetes,7923,"Refactor ""create object, launch goroutines"" logic all over",261,5,2015-05-07T22:11:58Z,2021-08-21T14:25:52Z,35,1,2297,andrewsykim,272,0,pr,medium
kubernetes,kubernetes,102919,"(cleanup) Make the netpol/ model.go model stateful ",2305,5,2021-06-16T14:17:00Z,2021-07-20T13:23:32Z,14,1,33,jayunit100,173,0,pr,medium
kubernetes,kubernetes,96935," Add priority flag to kube-proxy on Windows hosts",616,9,2020-11-29T04:09:11Z,2021-07-17T17:12:42Z,23,1,230,,,,,
kubernetes,kubernetes,103308,"Scheduler: Ensure the default config output of --write-to-config is usable",460,5,2021-06-29T19:40:08Z,2021-07-01T04:00:06Z,3,1,1,SataQiu,288,0,pr,high
kubernetes,kubernetes,62788,"Lack of documentation for ImagePullBackOff timing",286,5,2018-04-18T13:50:06Z,2021-06-30T12:03:04Z,37,1,1168,tech-geek29,2,1,pr,high
kubernetes,kubernetes,102820,"Pods with Shutdown status confuse users of graceful node shutdown feature",1174,5,2021-06-11T22:38:31Z,2021-06-16T19:48:13Z,5,1,4,glebiller,1,1,pr,high
kubernetes,kubernetes,102684,"Endpoint slice mirroring controller mirrors kubectl  kubectl.kubernetes.io/last-applied-configuration",3884,5,2021-06-08T08:20:50Z,2021-06-15T20:41:56Z,11,1,7,sharmarajdaksh,1,1,pr,high
kubernetes,kubernetes,92092,"Security contacts for component-base not specified or out of date",1458,9,2020-06-12T22:24:32Z,2021-06-14T12:31:07Z,11,1,366,,,,,
kubernetes,kubernetes,100933,"CRD structural schema validation doesn't allow having description on openAPIV3Schema.properties[metadata]",3007,6,2021-04-08T22:47:42Z,2021-04-08T22:53:21Z,10,1,0,ilyee,0,1,pr,high
kubernetes,kubernetes,54491,"kubectl get pods should report last restart time?",594,5,2017-10-24T15:37:31Z,2021-06-02T17:54:43Z,25,1,1317,jjacobelli,2,1,pr,high
